sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_position	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_replicate	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_train_empo_3
13114.mayer.34.s010	Mayer34.sediment.10	mayer.34.s010	sediment	EMP_Feces_mayer_34_s010_a03_M_089	089	note applicable	UCSD	1E2_1_72_mayer-34-s010-a04.mzML	1E2_1_72_mayer-34-s010-a04	1.00	1E2	Bulk_201901_UCSD	Sample	Bulk	no	1/21/16 0:00	0.1	not applicable	sediment sample SJ3	1598.0	Mayer	34	Mayer34	Animas watershed	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small river biome	tributary	stream sediment	sediment	sediment	United States of America:State of Colorado:San Juan County:Animas River	SJ3	not applicable	36.7197	-108.22294	Animas Watershed	freshwater sediment metagenome	11838031.0	91020.0	353723.0	1308.0	8.258145571	186.5817202	616.0	8.023314648	98.8028377	2491.0	8.522094604757216	382.9173706847914	2481.0	8.52051549035086	380.0654668819204	1278.0	8.343181450868832	214.0895118263736	Test
13114.mcmahon.21.s001	McMahon21.Anammox.Biomass.1	mcmahon.21.s001	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from bioreactor (replicate 1)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.1	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	3025701.0	49631.0	15927.0	287.0	1.108094958	52.65649611	121.0	1.111447892	27.25456878	410.0	2.1781736067960056	85.5236331065098	410.0	2.1781736067960056	85.5236331065098	202.0	2.1367965634417074	49.081468365722685	Train
13114.mcmahon.21.s002	McMahon21.Anammox.Biomass.2	mcmahon.21.s002	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from bioreactor (replicate 2)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.2	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	2937668.0	84472.0	26198.0	369.0	1.045249497	63.51637796	88.0	0.984146813	21.30183036	547.0	1.8903122268606969	108.85064297759935	547.0	1.8903122268606969	108.85064297759935	194.0	1.890800041276672	47.49434300912981	Train
13114.mcmahon.21.s003	McMahon21.Anammox.Biomass.3	mcmahon.21.s003	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from bioreactor (replicate 3)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.3	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	5099029.0	144441.0	46229.0	458.0	1.096304739	76.84586705	125.0	1.166884469	28.65890578	693.0	1.9505228107095605	137.32970889330318	692.0	1.9503063555550668	137.09916881144454	223.0	1.9520680803741115	52.25756070819625	Train
13114.mcmahon.21.s004	McMahon21.Anammox.Biomass.1M	mcmahon.21.s004	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from kinetic tests (replicate 1)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.1M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	2448399.0	73246.0	24391.0	354.0	0.947830017	62.67852087	89.0	0.8655533009999999	22.21867811	530.0	1.6885139298641003	111.62811614676113	530.0	1.6885139298641003	111.62811614676113	207.0	1.6063492485121345	53.28877673356328	Test
13114.mcmahon.21.s005	McMahon21.Anammox.Biomass.2M	mcmahon.21.s005	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from kinetic tests (replicate 2)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.2M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	3000269.0	59639.0	14966.0	305.0	0.851495538	56.0773199	101.0	0.876574973	25.93669378	430.0	1.8700046247192912	90.57122725252701	430.0	1.8700046247192912	90.57122725252701	168.0	1.8352295799201188	43.480369968572646	Test
13114.mcmahon.21.s006	McMahon21.Anammox.Biomass.3M	mcmahon.21.s006	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from kinetic tests (replicate 3)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.3M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	1738357.0	25171.0	6677.0	225.0	0.854147815	43.45478205	97.0	0.793477295	23.84573042	300.0	2.0145334536936206	64.10445652791327	300.0	2.0145334536936206	64.10445652791327	186.0	2.0355807334566505	44.04258725120394	Test
13114.mcmahon.21.s007	McMahon21.Anammox.Biomass.4M	mcmahon.21.s007	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	anammox biomass from kinetic tests (replicate 4)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	Anammox.Biomass.4M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	3243588.0	53896.0	14086.0	286.0	0.844251194	51.26774862	92.0	0.8096336890000001	21.63231753	399.0	1.9570122042982456	84.12025287473806	399.0	1.9570122042982456	84.12025287473806	175.0	1.8860941426884457	45.490637349663295	Train
13114.mcmahon.21.s008	McMahon21.EBPR.R3.AERf	mcmahon.21.s008	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	3A2_3_53_mcmahon-21-s008-a03.mzML	3A2_3_53_mcmahon-21-s008-a03	3.00	3A2	Bulk_201901_UCSD	Sample	Bulk	no	3/10/16 0:00	not applicable	not applicable	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	226.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Wisconsin, Madison, University of Wisconsin-Madison	EBPR.R3 AERf	not applicable	43.078418	-89.386482	Total Nutrient Removal bioreactor	activated sludge metagenome	17204065.0	1229121.0	812033.0	753.0	2.474633624	99.58680382	105.0	2.325288694	21.76914586	1153.0	2.9107416658365137	158.8772318437029	1153.0	2.9107416658365137	158.8772318437029	261.0	2.895754485284032	47.74734044390789	Test
13114.mcmahon.21.s009	McMahon21.EBPR.R3.AERi	mcmahon.21.s009	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	3A3_3_73_mcmahon-21-s009-a03.mzML	3A3_3_73_mcmahon-21-s009-a03	3.00	3A3	Bulk_201901_UCSD	Sample	Bulk	no	3/10/16 0:00	not applicable	not applicable	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	226.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Wisconsin, Madison, University of Wisconsin-Madison	EBPR.R3.AERi	not applicable	43.078418	-89.386482	Total Nutrient Removal bioreactor	activated sludge metagenome	16094738.0	1161224.0	762945.0	728.0	2.336384175	93.43866584	109.0	2.223642438	21.20068113	1115.0	2.744226864580689	149.86050290429876	1115.0	2.744226864580689	149.86050290429876	241.0	2.7052016014960256	43.42354912309384	Train
13114.mcmahon.21.s010	McMahon21.EBPR.R3.ANA	mcmahon.21.s010	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	3A1_3_34_mcmahon-21-s010-a03.mzML	3A1_3_34_mcmahon-21-s010-a03	3.00	3A1	Bulk_201901_UCSD	Sample	Bulk	no	3/10/16 0:00	not applicable	not applicable	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	226.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Wisconsin, Madison, University of Wisconsin-Madison	EBPR.R3.ANA	not applicable	43.078418	-89.386482	Total Nutrient Removal bioreactor	activated sludge metagenome	17023050.0	1358119.0	880701.0	717.0	2.526682777	95.2242305	119.0	2.498292378	23.35191437	1108.0	2.9901667411210684	148.23285183163534	1108.0	2.9901667411210684	148.23285183163534	235.0	2.9268161683731977	43.070909010828466	Test
13114.mcmahon.21.s011	McMahon21.PN.Biomass.1	mcmahon.21.s011	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	biomass from nitritation reactor (replicate 1)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.1	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	5331572.0	71586.0	164072.0	498.0	3.194909804	81.65480031	153.0	3.175269629	32.21526661	816.0	3.6399729386383104	152.76732664840162	815.0	3.6396116821620867	152.3459526999468	377.0	3.5812024399992173	85.25729560991658	Train
13114.mcmahon.21.s012	McMahon21.PN.Biomass.2	mcmahon.21.s012	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	biomass from nitritation reactor (replicate 2)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.2	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	1528421.0	19677.0	43641.0	329.0	3.307787336	58.99235414	169.0	3.303723779	35.25380529	509.0	3.767638428966917	106.8873582505148	509.0	3.767638428966917	106.8873582505148	394.0	3.760799277038095	85.70068013673608	Train
13114.mcmahon.21.s013	McMahon21.PN.Biomass.3	mcmahon.21.s013	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	biomass from nitritation reactor (replicate 3)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.3	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	2943889.0	48814.0	109226.0	409.0	2.986754589	69.95056133	144.0	3.031661475	32.114913699999995	645.0	3.418961228726595	126.38332671845184	645.0	3.418961228726595	126.38332671845184	347.0	3.4076549392539217	80.69858503047726	Train
13114.mcmahon.21.s014	McMahon21.PN.Biomass.1M	mcmahon.21.s014	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	nitritation biomass from kinetic tests (biological replicate 1)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.1M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	2566508.0	34608.0	82008.0	370.0	3.262590474	62.59748503	159.0	3.2499344710000004	31.76095059	588.0	3.6549866673906464	116.04803267669172	587.0	3.654300862348982	115.16237970979341	363.0	3.6304494502437	79.18956853720442	Test
13114.mcmahon.21.s015	McMahon21.PN.Biomass.2M	mcmahon.21.s015	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	nitritation biomass from kinetic tests (biological replicate 2)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.2M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	3115773.0	41196.0	101743.0	407.0	3.272695697	67.81353299999999	154.0	3.189369465	31.63792828	653.0	3.677467760977844	125.82063089475193	653.0	3.677467760977844	125.82063089475193	369.0	3.6513633550384506	79.71928935845517	Test
13114.mcmahon.21.s016	McMahon21.PN.Biomass.3M	mcmahon.21.s016	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	nitritation biomass from kinetic tests (biological replicate 3)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.3M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	1777102.0	23293.0	57427.0	331.0	3.299329983	57.54946435	156.0	3.178582195	32.34528665	499.0	3.697554504807397	101.89576957096506	499.0	3.697554504807397	101.89576957096506	371.0	3.6921934601127058	84.20275412878914	Test
13114.mcmahon.21.s017	McMahon21.PN.Biomass.4M	mcmahon.21.s017	bioreactor biomass	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/16 0:00	not applicable	not applicable	nitritation biomass from kinetic tests (biological replicate 4)	1288.0	McMahon	21	McMahon21	Bioreactors for wastewater and anammox	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	bioreactor	biomass	wastewater/sludge	wastewater/sludge	UCSD Knight Lab Freezer I and USA, Utah, Salt Lake City, University of Utah	PN.Biomass.4M	not applicable	40.76835556	-111.8462639	Anammox Bioreactor	activated sludge metagenome	2703179.0	33247.0	68684.0	417.0	3.296135441	69.37161046	175.0	3.280456834	35.47907924	652.0	3.7835509466072543	127.56703531954193	651.0	3.782848282312083	127.56626282831348	388.0	3.731423766693005	90.32607632071381	Train
13114.metcalf.40.s001	Metcalf40.10141.D.CTRL.soil.T0.1	metcalf.40.s001	soil	not applicable	not applicable	not applicable	not applicable	1C12_1_49_metcalf-40-s001-a03.mzML	1C12_1_49_metcalf-40-s001-a03	1.00	1C12	Bulk_201901_UCSD	Sample	Bulk	no	5/29/12 0:00	0	not applicable	10141.D.CTRL.soil.T0.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.CTRL.soil.T0.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12550563.0	33094.0	104736.0	832.0	7.132484227000001	116.1707709	439.0	7.0605461510000005	67.70546706	1051.0	7.313076808942893	152.57915315048763	1051.0	7.313076808942893	152.57915315048763	739.0	7.265258831170655	111.02015648728413	Test
13114.metcalf.40.s002	Metcalf40.10141.D.CTRL.soil.T4.1	metcalf.40.s002	soil	EMP_Feces_metcalf_40_s002_a03_M_069	069	note applicable	UCSD	1B1_1_17_metcalf-40-s002-a04.mzML	1B1_1_17_metcalf-40-s002-a04	1.00	1B1	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.D.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	10218499.0	50107.0	132527.0	739.0	4.523648487	104.0604089	293.0	4.411078097	51.02082033	954.0	4.709239810086687	148.12225717615254	954.0	4.709239810086687	148.12225717615254	569.0	4.690819908137184	92.04432279580692	Train
13114.metcalf.40.s003	Metcalf40.10141.D.soil.T4.1	metcalf.40.s003	soil	EMP_Feces_metcalf_40_s003_a03_M_070	070	note applicable	UCSD	1C8_1_42_metcalf-40-s003-a04.mzML	1C8_1_42_metcalf-40-s003-a04	1.00	1C8	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.D.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	2623007.0	173288.0	289384.0	602.0	3.078471172	89.74878156	107.0	2.937523772	25.32278412	842.0	3.5265152971169846	122.59963028964762	841.0	3.526426894710524	122.20536667195324	275.0	3.488982969047345	48.034448885319755	Test
13114.metcalf.40.s004	Metcalf40.10141.D.soil.T5.1	metcalf.40.s004	soil	not applicable	not applicable	not applicable	not applicable	1D4_1_54_metcalf-40-s004-a03.mzML	1D4_1_54_metcalf-40-s004-a03	1.00	1D4	Bulk_201901_UCSD	Sample	Bulk	no	6/27/12 0:00	0	not applicable	10141.D.soil.T5.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T5.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	5864046.0	368799.0	2472458.0	663.0	3.4974188460000004	86.44182053	133.0	3.504486795	22.11972018	996.0	4.082804550617187	129.8868568227124	995.0	4.0825569449758925	129.87893794454502	285.0	4.0261253647877435	43.71165651213028	Train
13114.metcalf.40.s005	Metcalf40.10141.F.CTRL.soil.T0.1	metcalf.40.s005	soil	not applicable	not applicable	not applicable	not applicable	1B4_1_22_metcalf-40-s005-a03.mzML	1B4_1_22_metcalf-40-s005-a03	1.00	1B4	Bulk_201901_UCSD	Sample	Bulk	no	5/29/12 0:00	0	not applicable	10141.F.CTRL.soil.T0.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.CTRL.soil.T0.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	11267455.0	68404.0	299510.0	758.0	4.927917988	102.9487753	292.0	4.872162785	48.24187734	940.0	5.08774182382477	136.81653577183528	940.0	5.08774182382477	136.81653577183528	480.0	4.958524269372081	77.63930820766836	Test
13114.metcalf.40.s006	Metcalf40.10141.F.CTRL.soil.T4.1	metcalf.40.s006	soil	EMP_Feces_metcalf_40_s006_a03_M_071	071	note applicable	UCSD	1C2_1_35_metcalf-40-s006-a04.mzML	1C2_1_35_metcalf-40-s006-a04	1.00	1C2	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.F.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13031156.0	66468.0	228244.0	793.0	5.281650791000001	109.8515261	260.0	5.156642725	43.50081461	991.0	5.392311263498282	146.30586793513976	991.0	5.392311263498282	146.30586793513976	490.0	5.362971602197826	77.484600725066	Train
13114.metcalf.40.s007	Metcalf40.10141.F.soil.T4.1	metcalf.40.s007	soil	EMP_Feces_metcalf_40_s007_a03_M_072	072	note applicable	UCSD	1D7_1_59_metcalf-40-s007-a04.mzML	1D7_1_59_metcalf-40-s007-a04	1.00	1D7	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.F.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	9777007.0	585039.0	3202177.0	656.0	3.769399479	86.95334877	130.0	3.74179808	22.21682116	1051.0	4.489812608722835	133.13864996186248	1050.0	4.489760950269638	133.10552423184208	287.0	4.438988146141538	41.96351203117457	Test
13114.metcalf.40.s008	Metcalf40.10141.F.soil.T5.1	metcalf.40.s008	soil	not applicable	not applicable	not applicable	not applicable	1B8_1_30_metcalf-40-s008-a03.mzML	1B8_1_30_metcalf-40-s008-a03	1.00	1B8	Bulk_201901_UCSD	Sample	Bulk	no	6/27/12 0:00	0	not applicable	10141.F.soil.T5.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.soil.T5.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	10516541.0	715130.0	7045169.0	819.0	3.5321389080000003	104.2576889	143.0	3.471484159	23.18122169	1255.0	3.939145412394588	159.1345446974958	1255.0	3.939145412394588	159.1345446974958	272.0	3.8650739297229175	42.36770012350461	Train
13114.metcalf.40.s009	Metcalf40.10141.G.CTRL.soil.T0.1	metcalf.40.s009	soil	not applicable	not applicable	not applicable	not applicable	1C1_1_34_metcalf-40-s009-a03.mzML	1C1_1_34_metcalf-40-s009-a03	1.00	1C1	Bulk_201901_UCSD	Sample	Bulk	no	5/29/12 0:00	0	not applicable	10141.G.CTRL.soil.T0.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.CTRL.soil.T0.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12846752.0	104525.0	251547.0	981.0	6.153427207000001	130.7632321	354.0	6.0505184660000015	58.78308035	1307.0	6.3121474365955486	185.85749411036977	1306.0	6.3120345053144975	185.68490845721954	637.0	6.2724176827987215	97.77458350243978	Test
13114.metcalf.40.s010	Metcalf40.10141.G.CTRL.soil.T4.1	metcalf.40.s010	soil	EMP_Feces_metcalf_40_s010_a03_M_073	073	note applicable	UCSD	1C9_1_43_metcalf-40-s010-a04.mzML	1C9_1_43_metcalf-40-s010-a04	1.00	1C9	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.G.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12159349.0	89377.0	219116.0	967.0	6.060696747000001	133.3755649	352.0	5.969662375	58.67578293	1263.0	6.1833019788907775	182.71202616088505	1263.0	6.1833019788907775	182.71202616088505	577.0	6.0627718282276035	91.02221526321956	Train
13114.metcalf.40.s011	Metcalf40.10141.G.soil.T4.1	metcalf.40.s011	soil	EMP_Feces_metcalf_40_s011_a03_M_074	074	note applicable	UCSD	1A9_1_11_metcalf-40-s011-a04.mzML	1A9_1_11_metcalf-40-s011-a04	1.00	1A9	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.G.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13379692.0	766457.0	1557881.0	1074.0	3.998465473	141.27381709999997	182.0	3.898021913	31.61868846	1615.0	4.44875523624298	212.46194348789368	1614.0	4.448733654072322	211.9861424046344	383.0	4.355379076484	62.630314660479144	Test
